"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"92","55","0","Golduck",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"80","82","78","95","80","85","80","17","766","1","5","2","6","6","13","33","2","5","Duck","50","175","0","0","0","2","0","0","25","0","2,3,3","2,3,4","2,2,3","3,4,4","3,3,4","55","55"
"93","56","0","Mankey",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"40","80","35","35","45","70","35","5","280","1","5","3","6","72","83","128","5",NULL,"Pig Monkey","50","61","0","1","0","0","0","0","69","0","2,3,4","1,2,3","2,4,5","1,1,2","2,2,3","56","56"
"94","57","0","Primeape",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"65","105","60","60","70","95","60","10","320","1","5","3","6","72","83","128","5",NULL,"Pig Monkey","50","159","0","2","0","0","0","0","69","0","1,3,3","3,4,5","1,1,1","1,2,3","2,2,3","57","57"
"95","58","0","Growlithe",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"55","70","45","70","50","60","50","7","190","1","6","3","8","22","18","154","5",NULL,"Puppy","50","70","0","1","0","0","0","0","15","0","2,3,4","1,2,4","2,3,4","1,2,3","2,3,4","58","58"
"96","59","0","Arcanine",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"90","110","80","100","80","95","80","19","1550","1","6","3","8","22","18","154","5",NULL,"Legendary","50","194","0","2","0","0","0","0","15","0","3,4,5","3,4,5","1,1,2","1,2,3","2,2,3","59","59"
"97","60","0","Poliwag",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"40","50","40","40","40","90","40","6","124","1","5","2","7","11","6","33","2",NULL,"Tadpole","50","60","0","0","0","0","0","1","6","0","1,3,4","1,1,2","1,2,3","2,3,5","2,2,4","60","60"
"98","61","0","Poliwhirl",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"65","65","65","50","50","90","50","10","200","1","5","2","12","11","6","33","2",NULL,"Tadpole","50","135","0","0","0","0","0","2","6","0","2,2,3","1,2,3","2,3,4","3,3,4","2,3,4","61","61"
"99","62","0","Poliwrath",NULL,NULL,NULL,"1","0","0","0","0","0","11","2","90","95","95","70","90","70","70","13","540","1","5","2","12","11","6","33","2",NULL,"Tadpole","50","255","0","0","3","0","0","0","6","0","1,1,2","3,5,5","1,3,4","1,4,5","2,2,2","62","62"
"100","63","0","Abra",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"25","20","15","105","55","90","105","9","195","1","6","3","6","28","39","98","8",NULL,"Psi","50","62","0","0","0","1","0","0","63","0","1,1,5","1,1,1","1,4,5","1,1,4","2,3,5","63","63"
"101","64","0","Kadabra",NULL,NULL,NULL,"1","0","0","0","1","0","14",NULL,"40","35","30","120","70","105","120","13","565","1","6","3","6","28","39","98","8",NULL,"Psi","50","140","0","0","0","2","0","0","63","0","2,3,4","1,1,3","3,4,5","2,2,3","2,2,3","64","64"
"102","65","0","Alakazam",NULL,NULL,NULL,"1","0","0","0","1","0","14",NULL,"55","50","45","135","95","120","135","15","480","1","6","3","12","28","39","98","8",NULL,"Psi","50","250","0","0","0","3","0","0","63","0","1,3,4","1,1,1","5,5,5","1,1,1","2,2,2","65","65"
"103","65","1","Mega Alakazam","Mega","3",NULL,"0","1","0","0","0","0","14",NULL,"55","50","65","175","105","150",NULL,"12","480","6","6","3","12","36",NULL,NULL,"8",NULL,"Psi","50","300","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10137","10037"
"104","66","0","Machop",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"70","80","50","35","35","35","35","8","195","1","6","4","6","62","99","80","8",NULL,"Superpower","50","61","0","1","0","0","0","0","35","0","2,3,4","2,3,4","1,1,3","1,2,3","2,2,2","66","66"
"105","67","0","Machoke",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"80","100","70","50","60","45","50","15","705","1","6","4","12","62","99","80","8",NULL,"Superpower","50","142","0","2","0","0","0","0","35","0","2,2,2","2,4,4","2,2,3","3,3,4","2,2,2","67","67"
"106","68","0","Machamp",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"90","130","80","65","85","55","65","16","1300","1","6","4","12","62","99","80","8",NULL,"Superpower","50","253","0","3","0","0","0","0","35","0","1,1,2","3,5,5","1,4,4","1,3,3","2,2,2","68","68"
"107","68","1","Gigantamax Machamp","Gigantamax Form","2",NULL,"0","1","0","0","0","0","2",NULL,"90","130","80","65","85","55",NULL,"250",NULL,"8","6","4","12","62","99","80","8",NULL,"Superpower","50","253","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10369","10201"
"108","69","0","Bellsprout",NULL,NULL,NULL,"1","0","0","0","0","0","12","4","50","75","35","70","30","40","70","7","40","1","5","5","12","34",NULL,"82","7",NULL,"Flower","50","60","0","1","0","0","0","0","38","0","1,1,2","1,1,2","1,2,2","1,3,5","2,2,3","69","69"
"109","70","0","Weepinbell",NULL,NULL,NULL,"1","0","0","0","0","0","12","4","65","90","50","85","45","55","85","10","64","1","5","5","5","34",NULL,"82","7",NULL,"Flycatcher","50","137","0","2","0","0","0","0","38","0","1,1,2","2,3,3","1,2,2","2,4,4","2,3,3","70","70"
"110","71","0","Victreebel",NULL,NULL,NULL,"1","0","0","0","0","0","12","4","80","105","65","100","70","70","100","17","155","1","5","5","5","34",NULL,"82","7",NULL,"Flycatcher","50","245","0","3","0","0","0","0","38","0","1,1,1","2,4,4","1,3,4","2,4,4","2,3,3","71","71"
"111","72","0","Tentacool",NULL,NULL,NULL,"1","0","0","0","0","0","11","4","40","40","35","50","100","70","100","9","455","1","5","2","10","29","64","44","9",NULL,"Jellyfish","50","67","0","0","0","0","1","0","21","0","1,2,3","1,2,3","1,3,5","2,3,4","2,2,3","72","72"
"112","73","0","Tentacruel",NULL,NULL,NULL,"1","0","0","0","0","0","11","4","80","70","65","80","120","100","120","16","550","1","5","2","10","29","64","44","9",NULL,"Jellyfish","50","180","0","0","0","0","2","0","21","0","1,1,2","1,3,3","2,4,4","2,3,4","2,2,3","73","73"
"113","74","0","Geodude",NULL,NULL,NULL,"1","0","0","0","0","0","6","5","40","80","100","30","30","20","30","4","200","1","5","3","4","69","5","8","10",NULL,"Rock","50","60","0","0","1","0","0","0","31","0","1,1,2","2,3,3","1,1,2","2,3,4","2,2,2","74","74"
"114","74","1","Alolan Geodude","Alolan Form","5","7","0","0","0","0","0","0","6","13","40","80","100","30","30","20",NULL,"4","203","7","5","4","4","42","5","206","10",NULL,"Rock","50","60","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10211","10109"
"115","75","0","Graveler",NULL,NULL,NULL,"1","0","0","0","0","0","6","5","55","95","115","45","45","35","45","10","1050","1","5","3","12","69","5","8","10",NULL,"Rock","50","137","0","0","2","0","0","0","31","0","1,1,2","2,4,4","1,2,2","3,3,4","2,2,2","75","75"
"116","75","1","Alolan Graveler","Alolan Form","5","7","0","0","0","0","0","0","6","13","55","95","115","45","45","35",NULL,"10","1100","7","5","4","12","42","5","206","10",NULL,"Rock","50","137","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10212","10110"
"117","76","0","Golem",NULL,NULL,NULL,"1","0","0","0","0","0","6","5","80","120","130","55","65","45","55","14","3000","1","5","3","12","69","5","8","10",NULL,"Megaton","50","248","0","0","3","0","0","0","31","0","1,2,2","3,4,4","1,1,2","2,4,4","2,2,2","76","76"
"118","76","1","Alolan Golem","Alolan Form","5","7","0","0","0","0","0","0","6","13","80","120","130","55","65","45",NULL,"17","3160","7","5","4","12","42","5","206","10",NULL,"Megaton","50","248","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10213","10111"
"119","77","0","Ponyta",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"50","85","55","65","65","90","65","10","300","1","5","10","8","50","18","49","5",NULL,"Fire Horse","50","82","0","0","0","0","0","1","15","0","2,3,5","1,2,2","1,2,2","2,3,3","4,4,4","77","77"
"120","77","1","Galarian Ponyta","Galarian Form","5","8","0","0","0","0","0","0","14",NULL,"50","85","55","65","65","90",NULL,"8","240","8","5","9","8","50","257","107","5",NULL,"Unique Horn","50","82","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10321","10162"
"121","78","0","Rapidash",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"65","100","70","80","80","105","80","17","950","1","5","10","8","50","18","49","5",NULL,"Fire Horse","50","175","0","0","0","0","0","2","15","0","3,5,5","1,2,3","1,2,2","1,3,4","3,3,4","78","78"
"122","78","1","Galarian Rapidash","Galarian Form","5","8","0","0","0","0","0","0","14","18","65","100","70","80","80","105",NULL,"17","800","8","5","9","8","50","257","107","5",NULL,"Unique Horn","50","175","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10322","10163"
"123","79","0","Slowpoke",NULL,NULL,NULL,"1","0","0","0","0","0","11","14","90","65","65","40","40","15","40","12","360","1","5","6","8","12","20","144","1","2","Dopey","50","63","1","0","0","0","0","0","21","0","1,1,1","1,2,2","1,2,5","2,4,5","2,2,2","79","79"
"124","79","1","Galarian Slowpoke","Galarian Form","5","8","0","0","0","0","0","0","14",NULL,"90","65","65","40","40","15",NULL,"12","360","8","5","6","8","82","20","144","1","2","Dopey","50","63","1","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10323","10164"
"125","80","0","Slowbro",NULL,NULL,NULL,"1","0","0","0","0","0","11","14","95","75","110","100","80","30","80","16","785","1","5","6","6","12","20","144","1","2","Hermit Crab","50","172","0","0","2","0","0","0","21","0","1,1,1","1,3,3","1,2,5","3,5,5","2,2,3","80","80"
"126","80","1","Mega Slowbro","Mega","3",NULL,"0","1","0","0","0","0","11","14","95","75","180","130","80","30",NULL,"20","1200","6","5","6","4","75",NULL,NULL,"1","2","Hermit Crab","50","207","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10173","10071"
"127","80","2","Galarian Slowbro","Galarian Form","5","8","0","0","0","0","0","0","4","14","95","100","95","100","70","30",NULL,"16","705","8","5","6","6","259","20","144","1","2","Hermit Crab","50","172","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10324","10165"
"128","81","0","Magnemite",NULL,NULL,NULL,"1","0","0","0","0","0","13","9","25","35","70","95","55","45","95","3","60","1","1","4","4","42","5","148","10",NULL,"Magnet","50","65","0","0","0","1","0","0","64","0","2,4,4","1,1,2","1,3,4","1,1,2","2,3,4","81","81"
"129","82","0","Magneton",NULL,NULL,NULL,"1","0","0","0","0","0","13","9","50","60","95","120","70","70","120","10","600","1","1","4","11","42","5","148","10",NULL,"Magnet","50","163","0","0","0","2","0","0","64","0","1,3,3","1,2,3","3,4,4","1,3,4","2,3,4","82","82"
"130","83","0","Farfetch'd",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","52","90","55","58","62","60","58","8","150","1","5","3","9","51","39","128","4","5","Wild Duck","50","132","0","1","0","0","0","0","77","0","1,2,3","1,2,4","1,2,3","2,3,3","2,3,4","83","83"
"131","83","1","Galarian Farfetch'd","Galarian Form","5","8","0","0","0","0","0","0","2",NULL,"52","95","55","58","62","55",NULL,"8","420","8","5","3","9","80",NULL,"113","4","5","Wild Duck","50","132","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10325","10166"
"132","84","0","Doduo",NULL,NULL,NULL,"1","0","0","0","1","0","1","3","35","85","45","35","35","75","35","14","392","1","5","3","7","50","48","77","4",NULL,"Twin Bird","50","62","0","1","0","0","0","0","78","0","2,4,5","1,2,3","1,2,3","2,2,4","2,2,3","84","84"
"133","85","0","Dodrio",NULL,NULL,NULL,"1","0","0","0","1","0","1","3","60","110","70","60","60","110","60","18","852","1","5","3","7","50","48","77","4",NULL,"Triple Bird","50","165","0","2","0","0","0","0","78","0","3,4,5","3,4,4","1,2,2","1,2,2","2,3,3","85","85"
"134","86","0","Seel",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"65","45","55","45","70","45","70","11","900","1","5","9","3","47","93","115","2","5","Sea Lion","50","65","0","0","0","0","1","0","13","0","1,2,3","1,2,3","1,2,2","2,3,4","2,2,3","86","86"
"135","87","0","Dewgong",NULL,NULL,NULL,"1","0","0","0","0","0","11","15","90","70","80","70","95","70","95","17","1200","1","5","9","3","47","93","115","2","5","Sea Lion","50","166","0","0","0","0","2","0","13","0","1,2,2","1,3,3","1,2,2","3,4,5","2,2,2","87","87"
"136","88","0","Grimer",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"80","80","50","40","50","25","40","9","300","1","5","7","4","1","60","143","11",NULL,"Sludge","50","65","1","0","0","0","0","0","61","0","1,1,1","1,3,4","1,2,2","2,4,5","2,2,2","88","88"
"137","88","1","Alolan Grimer","Alolan Form","5","7","0","0","0","0","0","0","4","17","80","80","50","40","50","25",NULL,"7","420","7","5","5","4","143","82","223","11",NULL,"Sludge","50","65","1","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10214","10112"
"138","89","0","Muk",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"105","105","75","65","100","50","65","12","300","1","5","7","4","1","60","143","11",NULL,"Sludge","50","175","1","1","0","0","0","0","61","0","1,1,5","1,4,4","1,1,5","1,5,5","2,2,5","89","89"
"139","89","1","Alolan Muk","Alolan Form","5","7","0","0","0","0","0","0","4","17","105","105","75","65","100","50",NULL,"10","520","7","5","5","4","143","82","223","11",NULL,"Sludge","50","175","1","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10215","10113"
"140","90","0","Shellder",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"30","65","100","45","25","40","45","3","40","1","5","7","1","75","92","142","9",NULL,"Bivalve","50","61","0","0","1","0","0","0","21","0","1,2,3","1,3,3","1,2,2","2,3,4","2,2,2","90","90"
"141","91","0","Cloyster",NULL,NULL,NULL,"1","0","0","0","0","0","11","15","50","95","180","85","45","70","85","15","1325","1","5","7","1","75","92","142","9",NULL,"Bivalve","50","184","0","0","2","0","0","0","21","0","1,1,2","2,4,5","1,1,1","2,4,4","2,2,2","91","91"
"142","92","0","Gastly",NULL,NULL,NULL,"1","0","0","0","0","0","8","4","30","35","30","100","35","80","100","13","1","1","5","7","1","26",NULL,NULL,"11",NULL,"Gas","50","62","0","0","0","1","0","0","36","0","2,4,4","1,1,1","2,4,4","1,1,2","2,3,4","92","92"
"143","93","0","Haunter",NULL,NULL,NULL,"1","0","0","0","0","0","8","4","45","50","45","115","55","95","115","16","1","1","5","7","4","26",NULL,NULL,"11",NULL,"Gas","50","142","0","0","0","2","0","0","36","0","2,3,4","1,1,1","2,4,5","2,3,4","2,3,4","93","93"
"144","94","0","Gengar",NULL,NULL,NULL,"1","0","0","0","0","0","8","4","60","65","60","130","75","110","130","15","405","1","5","7","6","130",NULL,NULL,"11",NULL,"Shadow","50","250","0","0","0","3","0","0","36","0","2,2,3","1,2,3","4,5,5","2,4,4","2,2,3","94","94"
"145","94","1","Mega Gengar","Mega","3",NULL,"0","1","0","0","0","0","8","4","60","65","80","170","95","130",NULL,"14","405","6","5","7","6","23",NULL,NULL,"11",NULL,"Shadow","50","300","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10138","10038"
"146","94","2","Gigantamax Gengar","Gigantamax Form","2",NULL,"0","1","0","0","0","0","8","4","60","65","60","130","75","110",NULL,"200",NULL,"8","5","7","6","130",NULL,NULL,"11",NULL,"Shadow","50","250","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10370","10202"
"147","95","0","Onix",NULL,NULL,NULL,"1","0","0","0","0","0","6","5","35","45","160","30","45","70","30","88","2100","1","5","4","2","69","5","133","10",NULL,"Rock Snake","50","77","0","0","1","0","0","0","51","1","2,3,4","1,2,2","1,1,2","2,4,4","2,2,3","95","95"
"148","96","0","Drowzee",NULL,NULL,NULL,"1","0","0","0","0","0","14",NULL,"60","48","45","43","90","42","90","10","324","1","5","10","12","15","108","39","8",NULL,"Hypnosis","50","66","0","0","0","0","1","0","77","0","1,1,2","2,3,4","1,2,3","2,4,5","2,2,3","96","96"
"149","97","0","Hypno",NULL,NULL,NULL,"1","0","0","0","1","0","14",NULL,"85","73","70","73","115","67","115","16","756","1","5","10","12","15","108","39","8",NULL,"Hypnosis","50","169","0","0","0","0","2","0","77","0","1,2,3","1,2,3","2,4,5","1,3,3","2,3,3","97","97"
"150","98","0","Krabby",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"30","105","90","25","25","50","25","4","65","1","5","8","14","52","75","125","9",NULL,"River Crab","50","65","0","1","0","0","0","0","12","0","1,2,3","1,4,4","1,1,3","1,3,4","2,2,3","98","98"
"151","99","0","Kingler",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"55","130","115","50","50","75","50","13","600","1","5","8","14","52","75","125","9",NULL,"Pincer","50","166","0","2","0","0","0","0","12","0","1,1,2","3,4,5","1,2,3","3,4,5","2,2,2","99","99"
"152","99","1","Gigantamax Kingler","Gigantamax Form","2",NULL,"0","1","0","0","0","0","11",NULL,"55","130","115","50","50","75",NULL,"190",NULL,"8","5","8","14","52","75","125","9",NULL,"Pincer","50","166","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10371","10203"
"153","100","0","Voltorb",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"40","30","50","55","55","100","55","5","104","1","1","8","1","43","9","106","10",NULL,"Ball","50","66","0","0","0","0","0","1","64","0","3,5,5","1,1,2","1,3,3","1,1,2","3,4,5","100","100"
"154","101","0","Electrode",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"60","50","70","80","80","150","80","12","666","1","1","8","1","43","9","106","10",NULL,"Ball","50","172","0","0","0","0","0","2","64","0","5,5,5","1,2,3","1,2,3","1,3,4","2,2,4","101","101"
"155","102","0","Exeggcute",NULL,NULL,NULL,"1","0","0","0","0","0","12","14","60","40","80","60","45","40","60","4","25","1","5","6","11","34",NULL,"139","7",NULL,"Egg","50","65","0","0","1","0","0","0","38","0","1,3,3","1,2,3","1,2,3","3,4,4","2,2,3","102","102"
"156","103","0","Exeggutor",NULL,NULL,NULL,"1","0","0","0","0","0","12","14","95","95","85","125","75","55","125","20","1200","1","5","10","7","34",NULL,"139","7",NULL,"Coconut","50","186","0","0","0","2","0","0","38","0","1,2,3","1,3,4","2,3,3","3,4,4","2,2,3","103","103"
"157","103","1","Alolan Exeggutor","Alolan Form","5","7","0","0","0","0","0","0","12","16","95","105","85","125","75","45",NULL,"109","4156","7","5","10","7","119",NULL,"139","7",NULL,"Coconut","50","186","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10216","10114"
"158","104","0","Cubone",NULL,NULL,NULL,"1","0","0","0","0","0","5",NULL,"50","50","95","40","50","35","40","4","65","1","5","3","6","69","31","4","1",NULL,"Lonely","50","64","0","0","1","0","0","0","31","0","2,4,4","1,2,5","1,3,3","1,2,3","2,3,3","104","104"
"159","105","0","Marowak",NULL,NULL,NULL,"1","0","0","0","0","0","5",NULL,"60","80","110","50","80","45","50","10","450","1","5","3","6","69","31","4","1",NULL,"Bone Keeper","50","149","0","0","2","0","0","0","31","0","1,2,3","1,4,5","1,3,3","2,4,4","2,2,2","105","105"
"160","105","1","Alolan Marowak","Alolan Form","5","7","0","0","0","0","0","0","10","8","60","80","110","50","80","45",NULL,"10","340","7","5","7","6","130","31","69","1",NULL,"Bone Keeper","50","149","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10217","10115"
"161","106","0","Hitmonlee",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"50","120","53","35","110","87","35","15","498","1","8","3","12","7","120","84","8",NULL,"Kicking","50","159","0","2","0","0","0","0","35","0","1,3,3","2,4,4","1,2,3","1,2,3","2,4,4","106","106"
"162","107","0","Hitmonchan",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"50","105","79","35","110","76","35","14","502","1","8","3","12","51","89","39","8",NULL,"Punching","50","159","0","0","0","0","2","0","35","0","1,3,3","1,3,4","1,3,5","2,4,4","2,2,3","107","107"
"163","108","0","Lickitung",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"90","55","75","60","75","30","60","12","655","1","5","6","6","20","12","13","1",NULL,"Licking","50","77","2","0","0","0","0","0","81","0","1,2,3","1,3,4","1,2,3","3,4,5","2,2,3","108","108"
"164","109","0","Koffing",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"40","65","95","60","45","35","60","6","10","1","5","7","1","26","256","1","11",NULL,"Poison Gas","50","68","0","0","1","0","0","0","61","0","1,2,3","1,2,3","1,3,3","2,4,4","2,2,3","109","109"
"165","110","0","Weezing",NULL,NULL,NULL,"1","0","0","0","0","0","4",NULL,"65","90","120","85","70","60","85","12","95","1","5","7","11","26","256","1","11",NULL,"Poison Gas","50","172","0","0","2","0","0","0","61","0","1,2,2","1,3,4","1,2,3","2,4,4","2,2,3","110","110"
"166","110","1","Galarian Weezing","Galarian Form","5","8","0","0","0","0","0","0","4","18","65","90","120","85","70","60",NULL,"30","160","8","5","4","11","26","256","228","11",NULL,"Poison Gas","50","172","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10326","10167"
"167","111","0","Rhyhorn",NULL,NULL,NULL,"1","0","0","0","1","0","5","6","80","85","95","30","30","25","30","10","1150","1","5","4","8","31","69","120","1","5","Spikes","50","69","0","0","1","0","0","0","78","0","1,2,5","1,3,5","1,1,2","1,3,4","2,2,2","111","111"
"168","112","0","Rhydon",NULL,NULL,NULL,"1","0","0","0","1","0","5","6","105","130","120","45","45","40","45","19","1200","1","5","4","6","31","69","120","1","5","Drill","50","170","0","2","0","0","0","0","78","0","1,2,2","2,4,5","1,2,3","2,4,5","2,2,3","112","112"
